puzzle,solution,clue_count,id
458370921063109548291840603082400197907008364600091852340617280809530016070982435,458376921763129548291845673582463197917258364634791852345617289829534716176982435,60,1303868
398752146572614389164908527837526491056140803019307265785261934903875612601093758,398752146572614389164938527837526491256149873419387265785261934943875612621493758,72,553868
000879010000000000050000000090180004310000070000900001501700000000008000000000020,426879315987531642153264798792183564318456279645927831561742983274398156839615427,19,3871998
080000000000000000200080000350100000000000100070008000000010000002000003800007621,583791246791264538264583719359176482428359167176428395937612854612845973845937621,17,3940742
030800400080000105096300000703080010000095703500000000004713002070008050000040000,135872496287964135496351287723486519648195723519237648954713862371628954862549371,27,3368572
804079600000081370000602001900024003000000020000000090000040030000000000000107000,814379652526481379793652481967524813138796524245813796659248137371965248482137965,22,3641002
300000000085000200040000000206300004400001000000000102700853000000000000508000000,327598416985164273641732859216387594459621738873945162762853941194276385538419627,19,3814601
030000000508000070000000004060900000080002000000076900000709000800000000000004090,432697815518243679976851234764918523189532467325476981643789152897125346251364798,17,3998822
000010040910073005000865000281097406300500001506000907004108000100000300020004000,865912743912473685473865192281397456397546821546281937634158279158729364729634518,31,3097850
040073000360900140000000300030090010014300050050148000000004005070009003000000000,142673598367985142598421367236597814814362759759148236981234675675819423423756981,25,3470899
020985016401207509590614702076520104149763805852491367634070951207150643010300270,723985416461237589598614732376528194149763825852491367634872951287159643915346278,60,1309887
009807020370000069200000008004000205000000000000000000000651000000000000000070000,649837521378125469251964738164793285937582614825416397782651943516349872493278156,17,3938443
000035001000006500030080600000300040003040007000060000000008700810000000000000010,679235481481976532532184679167359248953842167248761953324618795816597324795423816,19,3848576
007010009050008000001000870000350000340002000000000000504000000000040020000000000,487216539953478612261935874196354287345782961728169453574821396639547128812693745,17,3963093
000003400200840000400000031000530000920070300300000004000000800000000000000000040,567123498213849576489657231748536912921478365356291784674315829892764153135982647,18,3908285
964872153278135496531469827427358619853691742196724385785913260642587931319246578,964872153278135496531469827427358619853691742196724385785913264642587931319246578,80,34309
050000097000040000010000403001900005000030000300004000070000000006000000130000500,453261897897345612612789453241976385769538241385124769578413926926857134134692578,18,3934237
900005000700000000000000000000000901009000800460201750000007000070000060080040000,926715384751834692843962175537486921219573846468291753694127538172358469385649217,18,3888270
080329147104685392329174658201756039750803214800241065467038921538912476900400083,685329147174685392329174658241756839756893214893241765467538921538912476912467583,65,974507
410000890200000040050060300000500000500096400009040050040002500600000780007009030,416237895273985641958461327734528916582196473169743258341872569695314782827659134,26,3421399
000003600001000750090007300000075090500900000100004507000000000050600070007000000,785123649321496758694587312468275193572931486139864527916748235253619874847352961,21,3744787
980403560023015090005087000091348056008562179562701034800054617070000400000106083,987423561423615798615987342791348256348562179562791834839254617176839425254176983,47,2120175
700000496800000703000003020005008030040050000000000250500082000000000500090071082,731825496852496713469713825275968134143257968986134257517682349628349571394571682,25,3497387
081794250004050086300600090039205801178439500065178030516847329923016748000023615,681794253794352186352681497439265871178439562265178934516847329923516748847923615,55,1619787
000003206000000000006000000000000090062000031000731000000017900000000000004050007,549183276183276549276549183731462895462895731895731462358617924617924358924358617,18,3919408
000050460050400890004800050000000200040000000000030106000000004309004020010608970,798351462153462897264897351537146289641289735982735146826973514379514628415628973,25,3483899
060000000000000690000300000000000009100900000000782500000009000870000904002000000,369274815247518693581396472728165349156943287934782561613429758875631924492857136,17,3986894
000000000900080000100500000058000006000800007400000000600008070500000009003000400,847613592925784613136592784258147936369825147471936825692458371584371269713269458,17,3954313
270040600041000070300002109000015200000080015010000000000000706607408000090000420,278149653941653872356872149489315267762984315513267984824591736637428591195736428,27,3349507
000000008000000030000003070500000700007200000000000000040076802200034000000005000,135497628974682531826513479512349786687251394493768215341976852258134967769825143,17,3984818
000016002070000000000000001000000027050094000000000800810007000000003076000050000,438716952176925384295348761984631527752894613361572849813267495549183276627459138,18,3889492
004008000130275604005064318081350070000709800700680032823590106410820957090406000,964138725138275694275964318681352479352749861749681532823597146416823957597416283,45,2244787
000002050600800000090560087000000900000000006000206000700425008000000000000000000,387942651651837492492561387526183974813794526974256813739425168245618739168379245,18,3936658
000900000500000600000080000400000000000070000000050847000000001300010504000840000,743926158518734692962581473487693215125478369639152847854367921376219584291845736,17,3971341
000000074158200003700003005000021397004000000000000000000050048090108000001000000,639815274158274963742963815865421397214397586973586421327659148596148732481732659,23,3611924
060003400000000000004009030000800609700004200000300000000000000003000010000490000,965273481327148596814659732532817649781964253496325178149536827653782914278491365,17,3956093
000005000009000070040029000010053602920000300070006480000502100690000030000001008,168475923239618574745329816814753692926184357573296481487532169691847235352961748,26,3389492
020630010076109000001080060900020030000000049000090002030704095000203470000950306,825637914376149258491582763954826137268371549713495682632714895589263471147958326,31,3076992
100948050080050200060000009000090570700830000040000038004500001200480005605007000,123948657489756213567312849318694572752831496946275138834569721271483965695127384,29,3219425
045108690182067534976350218238001059017500820590280001721006300850010946400000170,345128697182967534976354218238671459617549823594283761721496385853712946469835172,52,1784309
000000000000020700000000000000200000040790000006510002065080309030000800000000000,671854293854329716329671548518243967243796185796518432165482379937165824482937651,17,3977503
000000000709080000604001000000200030380540090000000605040000010006000400107004006,853462179719385264624971583465297831381546792972138645548629317296713458137854926,23,3590670
500000000200095007000000090000000080000000530900000000000000100056004000001000608,598467312213895467764312895142539786687241539935786241329658174856174923471923658,17,3994203
000980006041000090000410000010004000000109000020000010200008400800040000000730900,532987146641325897798416235916254783387169524425873619273698451869541372154732968,22,3658399
004805700000902006070000008108000000009700080740150000000260000060000030080500002,614835729835972146972614358158329467329746581746158293593267814267481935481593672,25,3453502
503000009090050268200009500300962170020014300040005002700280000004070820830400700,573628419491357268286149537358962174629714385147835692715283946964571823832496751,35,2859818
703020000000004000000003900000480000086370000000005000008607000000000000000001090,763129458129854367854763921915486273486372519372915684598647132231598746647231895,18,3887385
100000000000000000020900000000208041401003000000006070600300000000000500052000100,173582496946137258528964713735298641461753829289416375617325984894671532352849167,18,3898048
300020501000000020062001347600009000100054000040630000400270068000005003000908010,374826591519347826862591347623189754198754632745632189451273968986415273237968415,29,3244787
000000050000030006000081304009100000800050000000002700000000007000800000000300020,493726851158934276672581394269178543817453962345692718531249687924867135786315429,17,3939508
200070034003219500500600200000420050000003000402050860000000000760000090000006000,291578634643219578587634219836421957975863421412957863324195786768342195159786342,25,3455722
000000600000000200000095010005000000401020000000080000000006007004058000013000005,592831674138647259746295813385164792461729538927583146859316427274958361613472985,18,3904167
000008104000421600002700800090005460406000513530004700000003070007000340014000000,679538124853421697142796835798315462426987513531264789985143276267859341314672958,30,3161076
000000600050001308080000700000000000002000000000040906000900060890000000006000009,721834695659271348384569712968715423432698157175342986247983561893156274516427839,17,3978873
010502004005000000000801050000400000259000001080000000000080000000100000500000008,918562374625743189437891256376418592259637841184925763762384915843159627591276438,18,3917767
001000072000009000000500039003000000016000000000300600100006000000800000060050000,391468572725139468684572139953681724816724395247395681138246957579813246462957813,17,3950770
008100000000000000140000350000600000005000702300407005700900000000000090050040000,538174629269583417147296358472659831695318742381427965726935184814762593953841276,19,3849507
300000000000708400000043090000030000050400006000097000632015040500004200400006000,324169587916758432875243691248631975759482316163597824632915748591874263487326159,24,3534309
512386479386794251794512638123867594945123786867905312679451823451238967238679145,512386479386794251794512638123867594945123786867945312679451823451238967238679145,80,49424
060003905900000813000000067386900040501002000040036590070060008004000270058000630,467183925925647813813295467386951742591472386742836591279364158634518279158729634,33,2972850
840090726000800100019200080060000972700000513100700608930042850000973260004010000,845391726276854139319267485468135972792486513153729648937642851581973264624518397,37,2741368
000030007000400006000000090002000000085000400000000000000090600100506300064200009,856932147923471586417865293792614835385729461641358972238197654179546328564283719,19,3844425
000030000000020000030000060100046820005080730080000050000060000000000003000800600,426938517751624398839157264173546829645289731982371456318765942567492183294813675,19,3825770
000050000000000017000096000100634200030000001020009306000000000010002800000500030,248751963396248517751396482179634258634825791825179346587913624913462875462587139,21,3720899
003040000601000000079520614180000026000100070050000000000490000000700000000206000,523641897641879532879523614184957326362184975957362148216498753498735261735216489,23,3608899
140008000500200300000095000070000000000004000000000040000900400080000000204003900,142368759597241386863795214475126893938574162621839547316987425789452631254613978,18,3921399
591000080830051000420307950080060000650070810040813009900005000205704198074108600,591246387837951246426387951183569472659472813742813569918625734265734198374198625,40,2556072
040030008000087400070200900000600000006300280000802060000000000007000800000000002,642539718395187426871264953728645139456391287913872564189726345267453891534918672,20,3794408
302900070001000084084017302007003298098000000100089000000000529013592046520004013,352948671671325984984617352467153298298476135135289467846731529713592846529864713,38,2682287
904007800000053000053000000000400000000005000005000000000030601040000030000001000,964127853127853964853964127396412785412785396785396412278539641641278539539641278,17,3968033
506000000004000000000500000040290000000060040000840200000000010030000000010600400,586324179324179586179586324845293761293761845761845293657438912438912657912657438,17,3972187
057000008130846597068795012020058700500937201009060054040320186293600075010004000,957213648132846597468795312621458739584937261379162854745329186293681475816574923,46,2178868
004030069000005100956241800400050006005600084001007050040000600000506070502074090,214738569783965142956241837478359216395612784621487953147893625839526471562174398,33,2983899
900607041040000200602000000001000600000002000000000100000800000000000000800246010,958627341143985276672134859421593687786412935539768124315879462264351798897246513,19,3851215
572396814369841072010500309287965431431278950956413287103784605008602193625139708,572396814369841572814527369287965431431278956956413287193784625748652193625139748,68,787007
906031020000000000003000090000015203000000000002000000600000049000006002000000700,956731428284569317173842695849615273561327984732498156617283549495176832328954761,18,3934332
020000006000520100804003000000000400050000613240000509600000300580100067400096002,925418736376529184814673295163957428759842613248361579697285341582134967431796852,28,3307287
100070000032601007080300009208000500900507008006000100300000200005000061601000904,169875342432691857587324619248139576913567428756482193394716285825943761671258934,28,3264492
003000790009000008004007030000709001000004000705000400000000200006402010407000803,513846792279531648864297135642759381138624957795183426951368274386472519427915863,24,3547318
403215697697834521521076483905768234876342915234159876368420759142597368750683142,483215697697834521521976483915768234876342915234159876368421759142597368759683142,76,303868
000000000300200000000007938003000100001000000000000300008050600030000000002000804,167839542389245716425617938693584127271963485854721369948152673736498251512376894,17,3982479
137609508600582130520173604281367945900218376376954200810700452769425813452801009,137649528694582137528173694281367945945218376376954281813796452769425813452831769,64,1059887
080000750500000000006000000000000010100002500000070200740023100923051000600000002,489236751517489623236517948892365417174892536365174289748923165923651874651748392,23,3595899
602910030007000910149708265591347082000159047000600109768020400030000021200403870,652914738387265914149738265591347682826159347473682159768521493934876521215493876,45,2245175
928541376514673289637982145205167893389254761176398452461739528793825614852416937,928541376514673289637982145245167893389254761176398452461739528793825614852416937,80,18587
610009007002641009890327461261408700007200000409573006020004005950702810008930600,614859237372641589895327461261498753537216948489573126726184395953762814148935672,44,2307675
960000000030090000074300001000000003050020000000500000300000005000030000000005040,961754832832691574574382961286917453453826197197543286348269715715438629629175348,17,3999158
000070053070000016000040000000800000807000000300004007200030000701000305000001000,146978253978523416523146798654817932817392564392654187289435671761289345435761829,20,3791702
070003000003000076400000009006050000000000007700000000007500043000000000300000100,675913284913482576482675319826759431134826957759134628267591843591348762348267195,17,3940556
961287435728345169504619827176528394852934671493761258687452913319876542245193786,961287435728345169534619827176528394852934671493761258687452913319876542245193786,80,46399
000056394650009201000008700000000400005400000000090000000000647000074010000000050,812756394657349281943218765291587436785463129364192578139825647528674913476931852,23,3578502
000000000700000000020050000000000900000000003007004680800900000039200000050080109,564879321798132564321456798243568917685791243917324685876913452139245876452687139,18,3899438
481279503056004270900560814803142005509038142210795600695381407740056381030427900,481279563356814279927563814863142795579638142214795638695381427742956381138427956,58,1434887
005000200000210560000500000003000075000900000579000080001002000000000803000000100,865479231794213568132586497413628975286957314579341682941832756657194823328765149,20,3812272
300051698080320100050986030010004900000200050009510080030040009008130000045008000,327451698986327145451986732513864927864279351279513486132645879798132564645798213,33,2995175
000940000700020000905000800000890005070613008000000000081000000000000000000000080,128945637736128549945736821613892475574613298892574316381259764467381952259467183,18,3898881
000590000000000084307604000500000000000106000040000000000060000000209000100008070,486592713295713684317684592528937146739146825641825937972361458854279361163458279,18,3933138
000000510000030900300000047007000025000007030610852000006205000800006201000000000,298674513764531982351928647947163825582497136613852479436215798879346251125789364,24,3518587
700063280205000360009000001000009000008000000070030100003000607600300002000710800,741963285285147369369582741124679538538421976976835124893254617617398452452716893,25,3473576
900800050200005040000000200030000600010068030000000000000632000300510000000080020,941826753268375941753194268532741689417968532689253417894632175326517894175489326,21,3733899
049620300720301980153048002002503400010086507075419008031802750298005143567134820,849627315726351984153948672682573491914286537375419268431892756298765143567134829,53,1747387
050001700100700500370046291003460017091000060006907835807000629960008304405609100,654291783129783546378546291583462917791835462246917835817354629962178354435629178,42,2409309
007000014000580009060021875000000003090040501040000900000200090009010002070800000,587963214421587639963421875152798463798346521346152987614275398839614752275839146,26,3410350
609001040310702960427960031094600300070409008586307429030104206741206503960503000,659831742318742965427965831294658317173429658586317429835174296741296583962583174,49,1995175
300000020500000010400000000700600032000701009000002000060080200000060000000200000,317596428596428317428317596751649832832751649649832751165984273273165984984273165,18,3877101
296514783154783920873926514762491358538672491941358672485237169619845237327169845,296514783154783926873926514762491358538672491941358672485237169619845237327169845,80,35927
000010200917000648020408000000000700078900000000806300700000000480607000000000000,864719235917325648523468179139542786678931452245876391796153824482697513351284967,23,3581087
000000600000280005010009020000020007100030000000010300000000080400000060900000000,824175639639284715715369824356928147147536298298417356573692481481753962962841573,17,3939601
002000009007000000000070000008239000500000000900040007000000003001090004000002000,352164789897523641416978235178239456564781392923645817245816973681397524739452168,17,3956700
400060108002800370005000000009000000000000000000300206000000010000500960000080000,437962158962815374815437629379628541628154793154379286543796812281543967796281435,18,3932675
080900000000000000030000002090001020000509003010040000000300001000005000009000007,782953416146728395935164872598631724274589163613247958857396241421875639369412587,17,3973427
000200000802740300007000000000000000060000010000900038000000800000008400005000003,936285147852741396417693582179836254368452719524917638241379865793568421685124973,17,3980670
006020008000000200200003000004000000030050001500000070600000004028000000000000080,796521438483976215251843769814397526937652841562184973675218394128439657349765182,17,3956075
000048070005000001000000600060800010080500000050000300000400050500000200000700000,326148579795236841418975632967823415283514796154697328639482157571369284842751963,18,3875273
000003000059028030730060200470506000060002003008300100000200847007031502092084300,284173659659428731731965284473516928165892473928347165316259847847631592592784316,34,2928868
000090006064000000085000000100080000000005084040200000000600000000050040500002000,317598426264731598985426731153984267672315984849267315428673159736159842591842673,18,3935463
514309872396780000720541009839427165072005003650003207283074506147956020065230714,514369872396782451728541639839427165472615983651893247283174596147956328965238714,58,1428868
430000800596012374201370965815703609964158723300649158728430001159280430643591287,437965812596812374281374965815723649964158723372649158728436591159287436643591287,63,1116368
000108920720004018816200300080710049042050076070029080060901002034680700197340060,453168927729534618816297354385716249942853176671429583568971432234685791197342865,43,2347850
004000003609301000002008000900030006000070900060000000000400000000000500700005000,874596123659321847132748695915832476283674951467159238521483769348967512796215384,18,3875902
750094010039860075080500940891005432300918706007040180948106307605000894000000001,752394618439861275186527943891675432324918756567243189948156327615732894273489561,45,2221809
200000000005000000009040000300780900000000080000400500040000010000094050000000493,281976345435128679769543821352781964694235187817469532943852716176394258528617493,19,3847850
000050094001980000004030020000428960040000000903070000030007100000800430002009057,376251894521984376894736521715428963248693715963175248439567182657812439182349657,28,3297318
000000105007050030100000000000640050000000020000000004064000000970000000000008500,823497165497156832156823479782649351649315728315782694564231987978564213231978546,17,3991509
269378451514296738380541926731465892928713645456982173893157264175624389642839517,269378451514296738387541926731465892928713645456982173893157264175624389642839517,80,56072
600701000092056700000008000000000308700080000900000500007000000000070000300800600,645731982892456713173928465426517398751389246938264571567193824284675139319842657,20,3768575
931476285852130407674258103719645832546823971328007050180794526407560318205381749,931476285852139467674258193719645832546823971328917654183794526497562318265381749,70,678868
002000081008203000007000000000000000903500000100000032000000805001400000709000046,342795681618243579597816324486329157923571468175684932264937815851462793739158246,21,3723427
600000070072000000103007000019000007060000048000000300000090000000000000020070006,695318472472569183183247695319824567567931248248756319754693821936182754821475936,18,3917650
000200048104005060700041590950000021412009007070104080300000000800003200000910050,539267148184395762726841593958736421412589637673124985365472819891653274247918356,32,3057287
000003700000000000000000201089106040000000090000900603010000000007000000000050008,126543789978612354435897261289136547361475892754928613513784926847269135692351478,17,3983894
002001476519047283674328910123759008790860301806102590030470062057080100208903754,382591476519647283674328915123759648795864321846132597931475862457286139268913754,56,1557287
000690005080007020009458000000000500000300908000001002006009000051063004200005006,173692485485137629629458173362984517517326948948571362736249851851763294294815736,26,3432287
030000006741560203905038100000700030650020841329804000574600000000080057183000009,832147596741569283965238174418756932657923841329814765574692318296381457183475629,38,2682675
000016400816300090354000600000020301000003000003000820479200506000000000000479000,792816453816354297354792618547928361928163745163547829479281536281635974635479182,28,3253308
030007000010000040056000109080060000620903007090801206002000081009618020060000000,234197568917586342856324179781265934625943817493871256542739681379618425168452793,29,3247387
781904206400650780250180439800003012500798004060215897600500048105849003940320175,781934256439652781256187439897463512512798364364215897623571948175849623948326175,52,1787007
021060000000000060360007008250090700090704052400002090530079400080005000906000005,821563947749128563365947128258396714693714852417852396532679481184235679976481235,30,3182287
010000020000200000900006000000040000000020003009000080000000000001004632000180004,617458329854239176932716548376841295148925763529673481495362817781594632263187954,18,3905533
000000004008032000032005080200500030000000000516840000007951800900080273004320510,795168324168432957432795681279516438843279165516843792327951846951684273684327519,31,3108899
000004001000000060000000900003471000800003000000802000000080000180200000000007100,526934781934718562718526943693471825852693417471852639347185296185269374269347158,18,3934642
000200050000000000007040000000001000093005000500674003061000000200400000700000000,649213857312758649857946312476391528193825476528674193961532784235487961784169235,18,3916260
700001000010000870000074000000100000060080400800007000000000710000019020090000000,748961352619352874523874961974136285361285497852497136236548719485719623197623548,19,3871832
923005100000000000000020500700093000006000000004217006000000035000004000000006401,923865147568741923147329568712693854396458712854217396481972635635184279279536481,22,3684887
004906050800000090600500003062000000000000000000300200000002000000030000210000000,324916758857243196691578423462891537735624981189357264543162879978435612216789345,17,3954180
196847532487523961253916874861754320932681745574392618718435296345269187629178453,196847532487523961253916874861754329932681745574392618718435296345269187629178453,80,18222
127500000006000040009000217600000000008060000705008002004000000000004080800000050,127549836386217549459836217632175498948362175715498362574983621261754983893621754,22,3681072
020005070000000000500097340650000000300200005000000000004000000000000008200400506,423815679796324851518697342651973284379248165842156937184569723965732418237481596,19,3815284
000000200020060900000000000400702000070108004008000003000006000007300008000000300,684973251125864937793215846469732185372158694518649723231586479947321568856497312,18,3893575
050200000006000002020000005000800007000000200070000090090050800000020700008900000,153289674746513982829476315312894567984765231675132498497651823561328749238947156,18,3884367
056080000001006803980401070010009304000804107834207650040105068008342705075008400,756983241421756893983421576217569384569834127834217659342175968698342715175698432,42,2410350
006405000054378000080000001000902053020000080300800204060000000042083000031006405,296415837154378962783629541678942153429531786315867294967254318542183679831796425,30,3139492
080002000400000000600400000000100000100000704000090000900863240006200951000050000,583672419491538672627419538749185326158326794362794185915863247836247951274951863,22,3643587
003600000000000407020400610589200061000061000716508200002070100000059000090000370,473615982651982437928437615589243761234761598716598243842376159367159824195824376,30,3159309
004080020209000300000020010000850900090000000000009000020000040085060000000000200,154683729279415386836927514741856932392174658568239471623791845485362197917548263,19,3856882
000000264800000013000030008007900000000000800130000090000020030050090100004375000,371589264895642713426137958587964321649213875132758496968421537753896142214375689,23,3594425
010072600506481027723609018002067104451200006679145280040093500030506802060824000,814372695596481327723659418382967154451238976679145283248793561937516842165824739,49,1991368
008000002400006700000000000050009000090008000000005010002960030003020000000000000,168753492429186753735492186354219678291678345687345219542961837873524961916837524,17,3983220
000000000005000609000430000500040000080000200040007500006020000008300700004010000,872691453435872619691435827569243178187569234243187596356724981918356742724918365,19,3874772
060090003480000020000002000800000000004350172010900005000000000900200000000000000,261894753489735621573612849835127964694358172712946385327461598958273416146589237,19,3836381
795614328601280970030759401520197604179806253864532719386925147407368592952071836,795614328641283975238759461523197684179846253864532719386925147417368592952471836,70,682287
708509006004300000150024080000030510001800309090051020005780930913040007076090000,738519246264378195159624783682937514541862379397451628425786931913245867876193452,36,2806072
153827496728964035469351782905203867310678954876549021604195273207480019591732648,153827496728964135469351782945213867312678954876549321684195273237486519591732648,72,557287
000000400039005781010904026685000042320500109197400650901300807070149235250008914,562817493439265781718934526685791342324586179197423658941352867876149235253678914,46,2159309
590700000002040809060005030000078000800300000030094080703000094001400078045000100,598723416372641859164985237419578623857362941236194785783216594621459378945837162,29,3222850
080000050200900001600800000000000090000000000000000600006000020051703000000400500,187342956234956871695871342568137294429685137713294685946518723851723469372469518,17,3973531
030000670001007400000002000000000700009000200000800100000000000520008900010700000,432981675891567423657342819283619754169475238745823196976254381524138967318796542,18,3912007
000000000050000000006000751003810000400507108000020005000000000028700500000000007,349175682157268943286394751573816294492537168861429375734651829928743516615982437,20,3799394
000902000086030102010000000600000020000000068000000000000100009000009000800300017,735912846486735192912486375698543721543271968271698453364157289157829634829364517,19,3865806
702009000000000100000000600070530020008000000000000000600000210004000080000200900,712659843569843172483172659971536428248791536356428791697385214124967385835214967,17,3940041
004038009050000000000200000000000080010780000000390010700020900049160020008940160,174638259952471638836259471293514786415786392687392514761823945549167823328945167,26,3391002
100500000000800000009240007001000000030001006800300000000000000010600040000000008,187569423423817659659243187271986534534721896896354271768495312312678945945132768,17,3945508
100000200008000000070000000030600109000000000000802000000005000400700030001200800,146379285528146793379528461832654179654917328917832546293485617485761932761293854,17,3965670
400070010000480972000000400040090500000600208208000000024050000000000004000020700,486972315315486972972315486641298537537641298298537641824759163759163824163824759,23,3597169
739006008600100007000007000508003014027600000406805020000362000180000360200401000,739246158642158937851937246598723614327614895416895723975362481184579362263481579,32,3059887
500706900060000000000000007000400679070083104050067030600000301000000040000000700,512746983764398215389521467238415679976283154451967832645879321897132546123654798,24,3536076
902036050360050700510200638020078463700004215643010879291700040837000001450109007,972836154368451792514297638125978463789364215643512879291783546837645921456129387,47,2096809
003004008500600020061000400000005030000320047200079500000007600107000000080900001,923754168574681329861293475749165832615328947238479516492517683157836294386942751,26,3412007
000000000000209000209000803000006000000007009030000600700000006000600000610700000,451368972368279154279451863925146738146837529837925641782594316594613287613782495,17,3987873
019830450546719382832046179167000205398425010025167938651973824204650700970284061,719832456546719382832546179167398245398425617425167938651973824284651793973284561,64,1053868
030000000000010000678000034000100087700500000002840000020030000040005000060000308,431786592295314876678952134956123487784569213312847659129438765843675921567291348,22,3628308
570080940168090307009000816040500701307460095052173600030010460694050108780006003,573681942168294357429735816846529731317468295952173684235817469694352178781946523,45,2222850
030500006700300002000000004010040200000105000009000005000000060008600000000000000,834512796796384152152976834615749283283165479479823615347258961528691347961437528,17,3980267
501090000000000030400000800100060300060000001000000008204000000900000500000010000,531698724698427135427531896159862347862743951743159268284375619916284573375916482,17,3990814
917406352860523109035791648796348210521679834400052967000860423078234591342015086,917486352864523179235791648796348215521679834483152967159867423678234591342915786,66,934887
705214038214060900008005120607900013003687590000043007501406709436809051809000300,795214638214368975368795124687952413143687592952143867521436789436879251879521346,46,2182287
908000201000009607603000004000008002007090000804703009752001000080634000036000000,948376251215849637673512984591468372327195846864723519752981463189634725436257198,29,3245175
600100007000040000000000008040960000000000000000400690000050000070004000085713000,659138427813247956724596318147962835296385741538471692462859173371624589985713264,19,3815808
000003005002874000001000804875100209010039050000008006040000090700080002230000001,487613925592874613361925874875146239614239758923758146148362597759481362236597481,29,3220899
000890020000010000900000000020000009008070000000000031001360000070080000030040000,145893726267415398983627514524138679318976452796254831851369247472581963639742185,18,3877008
829700354671435982543290107706950820400182603210367549900621730162503498050800206,829716354671435982543298167736954821495182673218367549984621735162573498357849216,61,1244787
700000902010090607239700010080420701007050204402000000903000078800005020004007009,746581932518293647239764815385429761167358294492176583953642178871935426624817359,33,2997387
000900700000000000000701360000009070400280000000000000103090000020800000800000009,364928715715346982982751364531469278496287531278513496143692857629875143857134629,18,3882592
432900000806100030007000006064090100900010064100000078080570000201800009709401683,432986517896157432517342896364798125978215364125634978683579241241863759759421683,35,2849507
379241865421685379865739421218563794653974218094128653537492186186357942942816537,379241865421685379865739421218563794653974218794128653537492186186357942942816537,80,57675
000070036000003004000010000000902000001007000000060000000008060050206000200000000,415879236879623154623415798547982613361547829982361475134758962758296341296134587,17,3946867
000615328615800740823940016030176052106258904258009600091062083384791265502304107,947615328615823749823947516439176852176258934258439671791562483384791265562384197,58,1409309
