puzzle,solution,clue_count,id
000020000000018003810000000070000500000000001000000780001000000000200007040000360,365724198427918653819563274278391546654872931193456782781639425936245817542187369,17,3963533
600001000000000000907000000010057200000184500000000800040765000001000000070010000,653241789124879356987536421418957263362184597795623814849765132231498675576312948,20,3785444
000852000052000000004100000000400000000007000300006000000000021000000009039000040,163852974852974163974163852216485397485397216397216485748639521521748639639521748,17,3942163
523189476891476352764352189205803061908761524610524893472935618180247030359618247,523189476891476352764352189245893761938761524617524893472935618186247935359618247,73,474373
198340627276918543435026819752690438380572196961804205629183754547269381813457962,198345627276918543435726819752691438384572196961834275629183754547269381813457962,75,367738
000800300000000000000050000020000000000560000050200000060080710840701009070600000,296814375537926841184357962429178536718563294653249187965482713842731659371695428,19,3839339
000008000000000002100500070009080001760000040020400068000070200007900000290000010,952748136874361952136529874549687321768213549321495768485176293617932485293854617,22,3652544
800000000019200304004901782020800910300519200005002408487090000000700090050000007,872453169619287354534961782726834915348519276195672438487395621261748593953126847,33,2972228
879063502524789630610004800098320054040018260206005189300002070007830426000597310,879163542524789631613254897198326754745918263236475189381642975957831426462597318,50,1910926
875612943943587126126394875312459687687231594594768312759826431431975268208143759,875612943943587126126394875312459687687231594594768312759826431431975268268143759,80,29487
000703002000400800800100040000000300300000600000000001002009130000240060000008000,964783512521496873837152946218564397379821654645937281452679138183245769796318425,20,3798899
000400060000102000026500004057600100010075000609001070000000640204703809085206017,573489261498162735126537984857694123312875496649321578731958642264713859985246317,33,2974367
194035872800104630605000090001006028006008741300700950580200400469583207210000500,194635872872194635635872194741956328956328741328741956583217469469583217217469583,44,2262457
000500061000001704060000900000030000305000000000000300000000000008450000047000000,724593861953681724861274953482735196375916482196842375639128547218457639547369218,17,3937775
000000000000000000000007000410000000007080903503200040026304070000000400000000000,182943765675128394934657812418539627267481953593276148826314579759862431341795286,17,3954473
000004000509700000010020000970003040000000300000000000000005000007040000100060030,736814952529736481814529673972683145451972368683451297348195726267348519195267834,17,3945995
403680127100490600085007003070900851851270030000000200068002040009368010002700060,493685127127493685685127493274936851851274936936851274368512749749368512512749368,39,2573136
097010302000006500500000009905001200200070130043680050002900705009057400750034096,697415382328796541514823679975341268286579134143682957432968715869157423751234896,36,2801165
405092080083456100100708465804615297651279830297843601346020908900364512512987346,465192783783456129129738465834615297651279834297843651346521978978364512512987346,63,1120978
852630070000719085000005004017000003000070802000000740005007000000000000070090026,852634179643719285791825364417982653536471892928563741265347918189256437374198526,27,3336065
005000000901000000034058000000080700000070002007500000709005200306820070000000030,285917463971643528634258197523189746198476352467532819749365281356821974812794635,23,3565508
004000093530460201218905746697241058305796124142583679950174830820059017471328005,764812593539467281218935746697241358385796124142583679956174832823659417471328965,62,1171396
478630915019487326623090874840310759907024103301970248790200030135749682280103490,478632915519487326623591874842316759957824163361975248794268531135749682286153497,62,1159668
380170000071000000500000070030001704000050002050002001000000600700500008000000020,382176495671495283594283176239861754168754932457932861925318647746529318813647529,22,3672845
007010000000000700683005010000000007000007800750004003035070048070000500000000071,527419386914386725683725419498263157362157894751894263235971648179648532846532971,24,3516515
000000005002001000580700000250000069000000070000390000000260100600100000000000000,479632815362851794581749623258417369936528471147396582793265148625184937814973256,18,3916720
000030075057000008080100000000007000800509003000623000000004701700052000306081000,269438175157296438483175296632847519874519623591623847925364781718952364346781952,26,3405709
140090000009800000000001900000780000900000000000000000607300000400000103000204000,142695378569837214783421956256789431978143625314562897697318542425976183831254769,18,3931019
307000000980070000500908100000000000009000000000000009000610500002000301000000000,317542896986371254524968137175294683249836715863157429498613572752489361631725948,17,3955745
020000000000060008000035600060000020000003700000000050010900230000024060000001000,126798345453162978789435612867549123594213786231876459618957234975324861342681597,19,3843042
934000000801000060650800094008000000520000000006300050000000800000000600005008003,934625781871943562652817394348592176529761438716384259293156847487239615165478923,22,3666240
600007000020000000107520830060904000850000019000000007000000000200005004000006000,638147925529638741147529836763914258852763419914852367476291583291385674385476192,21,3711247
010762893000380005398041600943156080160278300207900501459617238600020000032495176,514762893726389415398541627943156782165278349287934561459617238671823954832495176,53,1690808
900070002378046019040015070700009050100082964069100287691030028824691735007004190,915378642378246519246915873782469351153782964469153287691537428824691735537824196,48,2016813
003105087000000000700003154056000072230090801100007009002409018009781623801002400,693145287415278936728963154956814372237596841184327569362459718549781623871632495,38,2660567
010000000000700080008003000000090020007002100600000000901000000000000904000900800,719258436463719285258463791134597628597682143682134579941875362875326914326941857,17,3963127
000163005097040010001000000700000600209810500000000000000000063000000050300090048,482163975597248316631759824753924681249816537168375492925481763814637259376592148,23,3567044
000002000372400008009068070503000000000700090700093004200900805900040206040206000,168372459372459168459168372593684721684721593721593684216937845937845216845216937,29,3204793
050000000080000000300052008600008200400200000070690080000000006067800002000007000,752986341986314725314752968695438217438271659271695483849123576567849132123567894,21,3705402
030000017000030526652007080387020060000609803006003240009340600003001790100070000,438256917791834526652197384387425169524619873916783245879342651243561798165978432,35,2828462
209605174104089635635174280560018003903567418408923567042396751051842396306751842,289635174174289635635174289567418923923567418418923567842396751751842396396751842,67,839554
910070000007000000000000000000019000305000071000000800030100700000403010000507000,912675483657834192843921567284719635365248971791356824436182759579463218128597346,19,3871707
003070000000000000000003400530000040000000006080006000000000105060105009300000000,193472568742568913658913472536291847921847356487356291279684135864135729315729684,17,3973693
046000000200001090000370000720100040000500002000000000401000006000000000000004000,146895273237461598589372164728136945613549782954287631491758326875623419362914857,17,3959103
090000000002600000000254060103000000500009000900020000000000000605000004200000000,896713425452698371317254869123465987564879132978321546739142658685937214241586793,17,3995073
000930000000000007051800000800009000010000070000020060109000000000700000070090000,784932516293516847651847932846379125512468379937125468129654783465783291378291654,17,3950675
006000000800004300000928060000037180000240006700000002000000000007000000009000600,476153829892764351315928467924637185158249736763581942631895274247316598589472613,20,3798599
000070000270000000060000040006000070400080060007000000000600100000000700040002600,513274896274869531869513247356421978421987365987356412792638154638145729145792683,17,3943655
000000032000000000030905000000160200071030080000450070000004500810070309003000600,459816732168723954237945861584167293671239485392458176726394518815672349943581627,24,3560446
000700200800001000700029400600000908200098060000600020000000006050072000000000700,541763289829541673763829451615237948237498165498615327972184536356972814184356792,22,3668373
008405000706012530030697208047069100100743062002001047400100000000070600600000400,218435796796812534534697218347269185185743962962581347479126853853974621621358479,36,2751638
004001006609457021000000047400860050900000682000500004500620000000100203000008000,754231896689457321132986547413862759975314682268579134541623978897145263326798415,29,3246743
843100060070038150502000000050000007900800024007500090000080010020000000195000200,843125769679438152512796483254619837961873524387542691736284915428951376195367248,28,3305926
697258001852004679413796020080107090269083700001062000070020003038079500006830040,697258431852314679413796825385147296269583714741962358974625183138479562526831947,46,2168458
001000007000000800400000003006900050100000409900000002000000000000617000803004000,361482597759361824482759613236948751175236489948175362617823945594617238823594176,19,3842457
000039045000000106000601000000060000030004050940752300381000000000276000000308000,612839745893547126574621938725163489136984257948752361381495672459276813267318594,26,3383297
050240090460000013800000620000700000000000000000000000010000940000009100000070000,351246798462987513879135624986713452137524869245698371718352946523469187694871235,18,3930134
050000000000090000000270059070000000091000000200000000007000000100003020600050900,954381267762495318813276459475139682391628574286547193527914836149863725638752941,17,3975770
300500009000000000109008000007000000602030000050000000000060000400000803090000005,348526719526179438179348256937854162612937584854612397783465921465291873291783645,17,3948603
826731954954862703713945026491658372685320491372019685030174569147596238509200107,826731954954862713713945826491658372685327491372419685238174569147596238569283147,71,609995
400950080160002907970000002200090615650000793030605040347009001002004000096820070,423957186168432957975186432284793615651248793739615248347569821812374569596821374,38,2634626
480320570570600003003057080895416000732580100064270090658100020020005340300702058,486321579579648213213957486895416732732589164164273895658134927927865341341792658,45,2246510
000800000900010200000000000002000300000008004300000000400000800000040600005080079,136827945954613287278495163742956318569138724381274596497561832823749651615382479,17,3998842
000070503300000000000050940600000070007000000800000000500000000002000000700080029,194672583358491762276853941635918274427536198819724356581249637942367815763185429,17,3949909
400089010010006000000021000000000000080602900000030000000210000000067009000000000,465389712217546398893721564726954183381672945549138627958213476132467859674895231,18,3895678
006200030007005000000000400000000709005008010800300000000000001030000900000400000,546289137317645892982713456163524789425978613879361245294837561738156924651492378,17,3995542
371520948625489310984003650098035426537204109462890003846917230253648791719352864,371526948625489317984173652198735426537264189462891573846917235253648791719352864,68,808478
061390504000400000750100000000030007647019000032040000000000000400070009000003040,861392574293457681754168923918235467647819352532746198389524716425671839176983245,25,3482786
040309002000207000002600003930002648000800091000103200000700000050908137000020860,546389712893217456172654983931572648725846391468193275689731524254968137317425869,31,3062773
950008000080003900030010400000000000009040360010000000000000000000030050100000000,951478623487623915632915478824361597579842361316597842745286139268139754193754286,17,3966311
000000000002000080000800002100084050000010000004000000000450096000000001000001500,985632417362147985417895362123784659659213874874569123731458296548926731296371548,17,3982720
940000007150060000000000008000000000300000000004000030009106002000030009032000000,943851627158762493267349518715623984326498175894517236589176342671234859432985761,18,3880043
510040000000000200080010300000000020000020900400938060090000000070000000304000000,512349687943687215786215349839761524167524938425938761698172453271453896354896172,19,3820839
100300200000000000608000000000600020000000405000540000059063000810000002300700000,174395268593826714628471953745639821936182475281547396459263187817954632362718549,20,3768099
298143705567928314410657802329070650040000903056039000980310070604895201030760589,298143765567928314413657892329471658741586923856239147985312476674895231132764589,55,1609995
000009000090600020000200000000020005031005000050000000000000030000000040004078050,372859461598641327416237589649123875231785694857964213965412738783596142124378956,17,3992271
000000000000090040000003000000000050390000100000050000078030020100920000000000530,529648317731592846684713295246871953395264178817359462478135629153926784962487531,17,3972075
000100900000000000000600500570000810000001005001000060000700003300000000000000408,623158974158497236497623581574936812936281745281574369845769123312845697769312458,17,3962545
040006005700000000000400006000800000600050004500030081000600000000002030000000900,843176295716925843295483716324861579681759324579234681138697452967542138452318967,18,3925792
902530184605810729408009306540008602200145078007360415726453801354900267180627043,972536184635814729418279356541798632263145978897362415726453891354981267189627543,58,1422439
007000000100030008325007000000000000004060230050000040008350000000000000000100000,487619352169235478325847196273984615894561237651723849918356724536472981742198563,18,3883259
000000000415000020830000060000000081000000000027000640001000005000300000500060000,796283154415679328832541967964732581158496273327815649641927835279358416583164792,18,3888356
700502600004080000000000000000000004206170000305000000000007800800020400000000000,738592641614783592529641783187359264246178359395264178962417835853926417471835926,18,3914924
710900342432607509850034100000002460203000795600509820120760008060090214090401657,716958342432617589859234176975382461283146795641579823124765938567893214398421657,47,2081087
900005030005010000000900000000002000000000600000400005000730000000200080000100067,974825136825613749613974258467592813592381674381467925158736492736249581249158367,17,3941307
500093000000005000300200546000002090200004003000000007943700000010000000005000000,564193728782465319391287546138672495276954183459831267943718652817526934625349871,21,3699589
060728500030006008207403016000500090010000024070200000153000400096800035020000069,961728543534196278287453916342561897615987324879234651153679482796842135428315769,33,2967513
010000200025000000009000000100090500200004007700200000030000000000640300600032000,816479253325816794479325168164793582258164937793258641932581476581647329647932815,20,3764505
010000030090040002004100000000000801307081000000000050000730000080090000003006000,216957438795348612834162597962573841357481269148629753529734186681295374473816925,20,3793163
000000000000006300000090600000050200000010060080007005000001408000005003001000000,246573819918426357753198642467359281539812764182647935675931428824765193391284576,17,3974114
350100000040000200010080305000058010000300900001000800000035000000000000500001009,357192684648573291219486375924658713865317942731249856496835127172964538583721469,21,3696448
000000004000000090000000185000000000501000079000000000275800000000964200000005000,158639724742158693639742185497521368521386479386497512275813946813964257964275831,18,3936503
000000000000090700600000100000009060000510007000000001006208000080000070009000280,951763842248195736637824159125379468864512397793486521476258913582931674319647285,18,3919734
453270608021869435689543012948035126162408357375612984296384571804150269507926843,453271698721869435689543712948735126162498357375612984296384571834157269517926843,72,547495
006005000000000507000000030052000000000001200000000090000000000003000820008003410,236745981189236547745189632352497168497861253861352794914628375573914826628573419,17,3984677
700000000080070000001000704400700800800000000067000000098060100000007509070000003,746192358385674912921538764453726891819345276267981435598463127634217589172859643,21,3688438
672391040584276031103485726005600219921538460746129358057962103318750692209813574,672391845584276931193485726835647219921538467746129358457962183318754692269813574,68,768587
300060001006100900107000000000000002008050000200000000000000009520006700003807200,392468571486175923157329864649781352718253496235694187874512639521936748963847215,21,3698388
982461030416753089735928614067395420009842761824170953201037895098214370673589142,982461537416753289735928614167395428359842761824176953241637895598214376673589142,69,740803
006002000070600400020000000300060100000000085197005020730080200804000000200003000,586142937973658412421397568358264179642719385197835624735486291864921753219573846,24,3530007
008400005650020400090000002004006907000034008000001500700040800049005001000000094,128497635653128479497653182534286917971534268286971543712349856349865721865712394,27,3355974
860702000019806007700001468030600840090084731000170596456320109380017650900465203,864732915519846327723591468137659842695284731248173596456328179382917654971465283,48,2028168
020164007610078005008000000040020061000300000006407052000000000400780003000030600,523164987614978235798253146947825361285316479136497852351649728469782513872531694,27,3346658
002400000800000050090005400000000000000800000008750020060910502000006901000000000,652483197834179256791265438517632849326894715948751623463918572275346981189527364,20,3797114
500006320008000010006300000030001000600000004002000000200003000000000000070009003,547916328328547916916328547734651892651892734892734651269483175483175269175269483,18,3914454
400010060632004080071326509003659410140000695000400003500900100004183056000205970,459718362632594781871326549283659417147832695965471823526947138794183256318265974,41,2478097
600003208503028100020604703700086015145709800086100070801450032000392600302800007,614573298573928164928614753739286415145739826286145379861457932457392681392861547,43,2344925
023040010850623904047850630218436597400079000579200403764005308080764150190382746,623947815851623974947851632218436597436579281579218463764195328382764159195382746,55,1576992
000007820000020451000000000540710260371800500080000010900340002620080103130270000,415637829763928451892154736549713268371862594286495317958341672627589143134276985,33,2995709
000000000000000200008000000000000080000008000900002000004021950200905000009000302,642713895137859246598264731421537689375698124986142573864321957213975468759486312,17,3967484
600100000000000003000000008700000800050800000000000050000000005470930080001000006,643198527198527643527643198712354869354869712869712354936281475475936281281475936,17,3964336
300600500201800300089700200000006900130200057000547036003082700005463800002000640,374621589261859374589734261457316928136298457928547136643182795795463812812975643,35,2842989
000003051000400903020501600102705004870000102060910805030059000480020010519007206,648293751751468923923571648192785364875634192364912875236159487487326519519847236,37,2705893
051360897879541623632789415790156302516238049328974561287495136103827954945613278,451362897879541623632789415794156382516238749328974561287495136163827954945613278,75,349373
510834720700150040300900560050040010000700605001560490947210000860007052105000004,516834729792156348384972561658349217439721685271568493947215836863497152125683974,39,2610444
106084572752010384034572916301250607067031258008697030600140803200065049419820705,196384572752916384834572916341258697967431258528697431675149823283765149419823765,57,1497386
000004000000060003000002489000090870570200000000070000003850026009607301027043000,312984567984765213765312489236491875578236194491578632143859726859627341627143958,28,3310146
003000700000800100000040803530000000040513927007000031300000000070050000080000270,853129764764835192192746853531972648648513927927684531319267485276458319485391276,25,3458416
906300002405800090080000005020608519067000230000200600000006400540732960600000700,916354872435827196782169345324678519867591234159243687273986451541732968698415723,33,2973504
030000000508060003000000581000004800000000400073010600109050300007000208280000100,934185762518267943726349581652734819891526437473918625149852376367491258285673194,25,3450969
200000000070002031000000000000500706009067000006824300190000000000005000000901060,245319678678452931931786245482593716359167482716824359197648523864235197523971864,22,3668887
070000000100000090900000730400002950030000140000000007009000200020000000000000009,375469812182573694964281735418732956237695148596814327759146283823957461641328579,18,3883126
020030108036000050400007690019070020260010400870205900100008260700692310602143000,527936148936481752481527693319874526265319487874265931143758269758692314692143875,39,2621510
054319068007040130931608452019783046308420915642195873726954081405831627103067594,254319768867542139931678452519783246378426915642195873726954381495831627183267594,65,991365
591843062627519483834672159318264597246957831975381624053428976482796015769135240,591843762627519483834672159318264597246957831975381624153428976482796315769135248,77,232419
008000000010000000000030010000004003000800000600000020470302000009070002000160070,538216947216947538947538216821694753753821694694753821475382169169475382382169475,19,3865795
137400090040000370000070000000900700000000000000000000900000000000000200003209100,137465892546892371289371465361954728872613954495728613924187536718536249653249187,17,3969538
006000004800000006150960002000208010000030080200071600300000009501000060009300000,976823154832145976154967832693258417417639285285471693368512749521794368749386521,25,3447184
006021050000046020000050340600000000140000000007500410000000630060070000002630000,436721859589346721271859346658413297143297568927568413714982635365174982892635174,24,3556990
071230000002800000690007324720008000006500002915000468000905170000400090809700006,571234689342869517698157324723648951486591732915372468264985173137426895859713246,34,2897907
000609000060000802070000090000008010000003000000000000010040000030000001000090420,528619347961734852473285196397428615156973284842561739719342568234856971685197423,17,3976299
000800000300490000107000000001900000003008060875000040000060000006040800004000000,549871236362495718187623954621934587493758162875216349218369475936547821754182693,20,3778932
600040090840500000900216780070800900008021600029000030000000450060000000080000100,612748593847539261935216784476853912358921647129674835293167458761485329584392176,27,3372646
008000000004000000050000000473000006009000008015000704000000003001050000000000005,138526947794318562256974381473185296629743158815269734582697413341852679967431825,17,3972522
000070100010400000000005608600000800000009200080000000001206050000000000090040000,468372195915468732372915648624753819753189264189624573841236957236597481597841326,18,3937413
000000710500000000060000900020006007070200000090000040084560000000000000000000600,832495716549671283167328954428956137371284569695713842984567321756132498213849675,17,3944823
514000000700000500060000723090325000800009035200607019305702000000504002027900004,514273986732896541968451723491325867876149235253687419345762198189534672627918354,33,2937773
800000000000400738000703000060000084080100000000000060000000070000010000900000200,837561492615429738294783516761952384483176925529348167152894673376215849948637251,17,3964380
000000007200000106000000009500002004070050000002004060000003008000408000000100003,136829457289547136457316289561932874874651392392784561715263948623498715948175623,19,3834953
000100000209003186081900003700008005000000040000007000037860000908004700400000060,374186952259473186681952473742318695813695247596247318137869524968524731425731869,26,3402171
701900003000180400050000000905300004000060000003000000004600370007000000020000000,781954623632187495459236718965372184148569237273841956894625371317498562526713849,20,3798293
009208017060500083020670500600000932000067100010000070800000409000000000170090068,459238617761549283328671594687154932293867145514923876836715429942386751175492368,30,3148317
000000000070320406500006000105007000000002000030500000000000000400008700007004100,614879325978325416523416879145687932786932541239541687861793254452168793397254168,19,3859278
009000070320006000000000000000080241000021000000000059100270065000690000050800700,489132576321756498567948312673589241895421637214367859148273965732695184956814723,23,3600780
000406700000830020030000600040000210200000085085600000109070000070250000050001400,521496738694837521738125694947583216216749385385612947169374852473258169852961473,26,3396458
048000000035000000000074000006000900000000700307005000000009008000007092000000000,748593216935261847612874539426738951159642783387915624573129468864357192291486375,17,3974334
000700650900000100000100020200300908000900402090002300020500830083090000754000290,318729654972654183465183729247365918536918472891472365129547836683291547754836291,29,3221658
010830692007006501020405783090040170080603054502000069174000920009170036308200007,415837692837926541926415783693542178781693254542781369174368925259174836368259417,43,2366364
540010600000700500600900030000260040360057008704180300490600007070004060030000089,549318672813726594627945831981263745362457918754189326498631257275894163136572489,32,3026633
000400080000670050000080006000000000000060000000307000080719030000004900000000000,763452189891673254542981376625148793937265841418397562284719635356824917179536428,17,3996847
000008002200700060000000900006090000030000009020007010500900000000003100003000090,379618452254739861168524973416295738837146529925387614541972386792863145683451297,19,3829674
097508146610070530053146972906725301572381469138069020700203810325814607480607253,297538146614972538853146972946725381572381469138469725769253814325814697481697253,62,1185668
910000043002000009050091020000503010600009000000807000500006200000050600100082000,916278543782435169354691827478563912635129784291847356547316298829754631163982475,25,3466779
008000900007060000000008007070310000000000070000070319000006803000003005000005000,438257961257961438961438257672319584319584672584672319745126893126893745893745126,20,3784577
001005000050000002000000000308000000090000000405030000000700930009000000800000210,261475389754398162983126457378619524196542873425837691512784936639251748847963215,17,3997690
000000008850034000000608370000060000000405000000210009600000801000080000109500207,437192568856734912291658374312869745968475123574213689645327891723981456189546237,24,3534224
001900000096700143000413000200041900054006002609300401000009317028000564000000000,341965278596728143872413695237541986154896732689372451465289317928137564713654829,33,2950513
000004000090005000530206498300400000975020080100070300063140809001950003009367040,612894537498735612537216498326481975975623184184579326763142859241958763859367241,35,2874882
382000576000800900000007003740005000100409600065300497000100005000280039910704060,382941576657832914491567823749625381138479652265318497826193745574286139913754268,34,2929666
000032100380000000000507000800000000070000800506900000000000000060025000008000000,657832194382419675149567328893741562471256839526983417235198746764325981918674253,17,3941767
000000000520000000000005300000000050000000000906050017030000000070490008000538070,183764925529381764467925381718649253352817649946253817835176492671492538294538176,19,3816389
000000000000000000005900003000030700000090000400001000000007090080009402100003070,924368157368715249715924683592436718871592364436871925243687591687159432159243876,17,3960440
104700000070200100006014000209850063080003240063409080402085600090002005000967012,154738926378296154926514378249851763581673249763429581412385697697142835835967412,37,2690585
400390187230100004710600090157006823300571000604803000020708015001000700073010009,465392187239187654718654392157946823382571946694823571926738415541269738873415269,40,2543143
872641053460593070953702461729160534610354000534279618180436095295017306306925100,872641953461593872953782461729168534618354729534279618187436295295817346346925187,64,1018587
000000000004063920095704800000000008000000600010039000046000500000400000900000000,683925714174863925295714863369257148527148639418639257846392571751486392932571486,20,3774126
000008000020600009009000000074000910650000004000030008000000000000000460060009000,746958123123674589589312746374865912658291374912437658237546891891723465465189237,18,3887707
094000000000000060002090030000900000900700008700000000000009020000000601000400009,694375182375812964812694735148956273956723418723148596461539827539287641287461359,17,3947113
030000007000000386020000090075061030102040009800070600000010002007002000000003000,638954217459127386721836594975261438162348759843579621394715862517682943286493175,24,3527648
048035000200004015001007080000002900127400800000580070796008500510609038000250769,648135297279864315351927684835712946127496853964583172796348521512679438483251769,37,2710407
050070486006125000739040251394286507060001394507030062625010900070894605048562173,251973486486125739739648251394286517862751394517439862625317948173894625948562173,53,1744785
800700300000008467670900000461500028300000046289004030030000800048367090925481003,812746359593128467674935281461573928357892146289614735736259814148367592925481673,39,2616913
070000000000070205000000000090000008000001000000000700000030900600000501900085600,379512846846973215215648379493257168752861493168394752581436927634729581927185634,17,3969266
000000002735120004000840003000000060970000058010504000000207000000000800061000020,846735912735129684129846573584973261973612458612584397358297146297461835461358729,24,3523754
840000130105084960002003847309005678670900451001807320280359010014608503093471280,847296135135784962962513847329145678678932451451867329286359714714628593593471286,51,1858895
703062000091007000000104700010030604500406007604000002000000849040070000300900005,753862491491357268268194753917235684532486917684719532175623849849571326326948175,29,3214668
000000604000070010800000007000060089007008000908000076070000400000400700100000050,792581634463972518851643927514367289637298145928154376379825461285416793146739852,21,3739192
000050000109060000000008100905017000034580000000000900008000007090004580000000000,842951376159763824367248195985617243234589761716432958528196437691374582473825619,21,3701873
040100082002000070000200039007010000000026000000794050186000000230009016905081320,349157682862943571751268439497815263518326947623794158186432795234579816975681324,31,3103802
400360700060950104907400263038790540000045802000038607020000010510820000073510028,481362759362957184957481263238796541796145832145238697824673915519824376673519428,41,2487714
060350000000900000000607000000480000000000000000000000004000000080094061010005007,267351849531948726498627153156483972729516384843279615974162538385794261612835497,17,3978974
010038709030950610000206000000020540020045100000000300003000001000102400000300900,612438759834957612759216834197623548326845197548791326463589271985172463271364985,27,3337636
005007000000000030010000000100070290000000000002000040800700002609000000000096000,345967821796182534218453679153674298467829315982531746831745962629318457574296183,17,3942134
509800700006403050070500080002050800601000000957001032200700005005008070794105020,519826743826473159473519286342957861681342597957681432238794615165238974794165328,34,2898156
000010007007904000053700020000089002030000900000040051004006000000400005000800000,249315867687924513153768429571689342432157986896243751314576298928431675765892134,22,3625848
109600080000700129705002604903407512070500903002930078001069040007815296090004001,129643785634758129785192634963487512478521963512936478851269347347815296296374851,43,2323136
000500000000080020078020000840000300291005804307000000004090000000000090080000000,962531487513487926478926531846219375291375864357864219734698152125743698689152743,21,3747516
872645193504319287930728456407060329156932748293074615729486031648153902315297864,872645193564319287931728456487561329156932748293874615729486531648153972315297864,73,488666
009000040005000009740090020000000000000000050600000000930520000502000000000000500,169352748325784169748196325491635287287419653653278491936527814572841936814963572,17,3955554
519000067002000150087090002000300690008502000700689000006250083420730010070061045,519423867342876159687195432251347698968512374734689521196254783425738916873961245,37,2703462
008540000000002190002000000980431000000907000030000000000000000000000200009000000,198543762543762198762198543987431625625987431431625987254876319876319254319254876,17,3987101
013000050000020340020314090000000004000008009000000030000002500000000000100000900,413879652978625341526314897692153784351748269847296135734982516289561473165437928,19,3861446
300000020080000940400000000700000060000000001090000200000000800008000010107030000,365974128281563947479182536714258369852396471693417285946721853538649712127835694,17,3948142
753296148400053609296401375517932486864500293932060751145379800000020014628040900,753296148481753629296481375517932486864517293932864751145379862379628514628145937,60,1284668
207314865005007010000005920050700000072400530040030002008000000000000070019000008,297314865685927314134865927356782491872491536941536782528179643463258179719643258,29,3213093
000010000070604005000007000010000050004500870000000040000000003502070400000000500,246315987978624135153897264817469352694532871325781649489256713562173498731948526,19,3855610
